comment,labeling
오~~건모형님 ㅋ내와이프랑 11살 차이나는데 이기셨네요ㅋ,1
아 더러워 51살 쳐 먹은 늙은 쌍폐남하고 살면 옆에서 틀니쉰내 오지게 날듯 ㅠ 늙은 쌍폐남 토나와,0
"사진이뿐거 많던데, 이기자는 꼭 옛날사진찾아서 올렸어야했니? 써글",0
솔비인줄~,1
김건모씨 정말 축하드립니다. 행복한 가정 이루시길 기도합니다.,1
금방 결혼하는줄 알았는데 한참 남았넉,1
여자가 너무 아까워 ㅠ,1
건모형~축하해용~~^^이제 건모형도 빼박이고 마누라한테 저처럼 다 뜯기고 살꺼에용~~ㅋㄲㅋ,1
악플 다는사람들 남을 비방하면 부메랑으로본인에게 돌아오니 함부로 추한말들 하지마시길~,1
결혼 한 것도 아니고.. 준비준에 파혼하는 경우도 많은데일반인 신상을 이렇게까지 공개할 일인가,1
김건모 기어코 가긴 가는구나..............ㅋㅋㅋㅋ,1
여자도 나이 많어 노산,1
급전이 필요했다면 이해가는 상황. 아니라면 미친 거임???,0
내년에 결혼한다니 40에 결혼하는건데 애낳으려면 지금아니면 늦는데 미쳤다니요 30대초중반도 아니고,1
그냥 돈을 갚았으면 됐잖아 허위사실이라고 발뺌하다 다른 커뮤에서 과거말 나오니까 고소로 입막음 하려는거 안좋게 보인다 요즘 남돌들 별것도 아닌걸로 고소 난리쳐서 대중들 반응도 반감 장난아닌데 아직도 아런 멍청한 전략이 통할거라고 보나 그냥 빨리 돈갚는게 당장 할일인데,1
뻔히 동거하고 돈 쓴거 당시 주변인들도 다 아는데 차용증 안 남겼다고 이렇게 나온다면 돈 빌려준 사람 진짜 미치겠다... 같이 사는 친구사이 차용증 쓰는 사람 거의 없으니까.. 이거 사실이면 진짜 개악질,0
미혼동거 라 쓴거부터 안좋게 보는듯ㅋㅋ 으 보수적,0
얘는 인기가 없어서 3천도없는고야?ㅋ그냥주고말지 왜일을만들오?ㅋ,0
소년원???? 팀에서 나가 니발로 더이상 구질구질하지말지?,0
티브이에 나오지좀마라 기분 뭐같거든,0
빠수니들 장난아니네 ㅋㅋㅋㅋㅋㅋㅋ 징글징글하다,0
그냥 여자들은 댓글 달지말아라 배아파서 욕한느거보면 죄다 백수 맘충련들임,0
구역질나는 나이차이인데 ㅋㅋㅋ 틀딱아 적당히해,0
김건모가 노래를 못한다고? 미친새1낀가 진짜,0
건모야...임마..내가 니하고 갑장인데 아들 군대갔다..정말로 축하한다..진짜...내일같이 기쁘다...다음은 수홍이 차례인데...좋은 아가씨하나 소개해주라..,1
너왜렇게 깝추냐 하긴 지금 백수니까 저런댓글이나 달겠지 니아들 얘긴 반상회가서 하렴 ㅋㅋㅋㅋㅋ,0
진심 축하드려요 간만에 존소식이네요,1
솔직히 남자 51살이면 퇴물인데 (미안요) 힘이나 지데로 쓰는거 알고나 결혼하는지용? 아직 어려서 몰라서 결혼에 덜컥 합의하신건 아닌지??? 여성분...흠~~~~`````,0
취집성공,0
"이년 존~시~나 정치적으로 낚시질 엄청해대네
계상인지 괴상인지놀다가, 다른놈하고 사진찍으며 관심좀끌었다가
다시 괴상이라고 진알을 하는데
삼촌이 위기일때마다 나타나서, 진알을 해 아주그냥
관심없어 이년아",0
"닝기미 만나든가 말던가
꼴리는대로지 머이 이딴걸 기사라고내냐 기레기야
관심 없어",0
"여담이지만 하늬씨는 원래, 미스코리아 몸매가 아님.
금나나보다 더 뚱뚱한 스타일...
그냥 그렇다고~",0
이 언니 저렇게만 입어도 입쁘네. 왜 그래요.....질투나게♥,1
연예인은 광대지 공인이 아니에요. 착각은 자유라지만 제대로 아시라구요. .,1
노력은 하기 싫고. 행복하고는 싶고... 북한 가서 살면 딱 맞겠다.,1
"이 분은 맨날 아들 데리고 여기저기 프로에 나오시네요. 전에 EBS에서 부모성적표에서도 나와 이제는 아이 닥달안한다더니 또 여기를 나오다니
아이는 알아서 잘 하더구만 엄마가 욕심이 많아요",1
이 아줌마 답답해,0
방송국에서 섭외했겠죠 편당 얼마받는거로,1
별게 다 잘못이다…,1
밥먹는데 어디쌀인지 누가 농사 지였는지 농군은 옳바른 사람인지 앞으로 다 조사하고 밥먹어라 혹시라도 농사짓는 사람이 조국하고 관련 있으면 밥먹지마라,1
돈 안 갚는 것들은 진짜 답이 없다 얼른 갚아야지 뭐하는거야,1
탑보다 더한 약쟁이 빨아주네 띠용,0
"황대표보다 김태흠의원이 더 혁신적임!황대표는 혁신이라는 단어를 모르는가?계속 똥볼만 차는것을 볼때 ,보수 지지층은 황대표의 정치경험과 자질이 의심스럽다.말많고 탈많은 영입좀 하지말고, 10대,30대 ,여성등 다양한 연령과 계층에서인재 영입하라!",1
이길수있는보수통합자기희생이있어야한다~^공천혁명 ~,1
니는?,1
"충청권 재선 의원도 싹다 물갈이 대상이다...모두 초선으로.... 그래야 살아난다..지는 재선이라고 지 묻은 똥은 안보이나.,???",1
태흠아....너 홍카한테 혼날려고 작정했냐?.....홍카가 너 말에 1이라도 귀 기울이겠냐?....ㅁ멍ㅁ멍 개짓는 소리로 들리겠지.....,0
김태흠 의원님 응원합니다,1
탄핵 찬성파61명과 신보라 김현정 같은 얼띠기 비례대표의원 전원 사퇴 부탁한다,1
충남 재선 김태흠 의원은 재출마해도 괜찮을듯 싶다.기득권 지키기가 아닌듯함,1
본인도 불출마 선언하면 주장에 힘이 실릴건데 ㅠㅠ그리고 최대 50% 아닌 최소50%가 진짜보수의 마음일텐데,1
이런 양아치새끼가 별을 단거자체가 잘못된거다 이런놈들때문에 똥별소리 듣는다 교활한놈이나 이놈이나 개낀도낀이네,1
살인마 전두환의 귀환을 보는 것 같다..,1
이 분 뽑아주고 싶네. 진정 애국자인데,1
천안이 험지는 아니지만 ㅡㅡ^ 천안시에 출마한다면 한표드릴게요 민주당은 찍을 생각 없으니까 종북정권 OOO들,1
황교활은 지가 한 말 무조건 1주일 안에 번복하네. 역시나 황교안은 짱교활 ㅋㅋㅋㅋㅋㅋ,0
이왕 이렇게 된거....찬주 형이 황교안 엿 먹일려고 작정한듯,1
"10,30대 들먹이지 말았으면 좋겠어",1
1프로 이하 나오면 정상 5프로 이상 나오면 틀딱들 용돈 받고 찍어준거.,0
"찬주야! 국민이,,,, 특히, 천안시민이 전부 네가 갑질하던 공관병같이 보이냐? 지금까지 갑질해서 모아놓은 노후자금 바닥내고, 죽겠다는 소리하지말고, 손자병법이나 탐독하면서,곱게 늙어라! 알겠냐?",1
멋진...회사일세......................................화이팅입니다..LG,1
대승적인 차원에서 이런거는 박수를 보내고 싶다. 기업의 사회적 공헌 가치창출을 우리 기업들이 100년을 바라보고 했으면한다. 당장 눈앞의 이익도 좋지만 거시적이고 보이지 않는 사회적 봉사로 수십년후의 가치창출이 발생한다는걸 명심들 하길......왜냐하면 이 아이들이 미래의 소비자이기 때문이다.,1
역시 겸손하고 인품있는 집안 혈통은 못속인다. 사랑해요 LG.,1
가전제품은 LG가 최고,1
상속세를 성실히 납부하며 가족 대부분이 현역 복무를 하며 독립운동가를 후원하는 lg,1
문재인 조국 정경심 유시민 공지영 보다는백 배 훌륭하고 양심있는 회장이네 엘지 화이팅,1
구광모 상속세 9115억원 납부. . 이것만 해도 대힌문국에서는 칭찬 받을 만하다. 정도를 걷는 사람한테는 반드시 빛이 있다.,1
토착왜구 꼰대박사모들 배아파서 어쩌나,0
이번 기회에 잠자고 있단 대한민국의 저력을 확실히 보여주자,1
"일본걱정할때냐. 중국에서 1차 반도체굴기 38조원을 투자하고 삼성,하이닉스 직원들 끌어모아 반도체 양산에 들어갔고. 중국은 정부에서 대놓고 보조금을 지원해서 삼성,하이닉스 망할때까지 반도체 만들겠다고 선언함",1
삼성 등 대기업이 얼마나 튼실하고 실력 있는지 보여주는 예시가 되었죠. 솔직히 지금 같은 상황에선 정부가 보다 대기업들 적극 지원해줘야하는것이 맞는 것이죠.,1
자칭 보수 자한당 지지자들. 한국 당장 망할것 처럼 정부욕하고 난리치더니 이제는 또 기사가 JTBC라고 안믿네. 그래 조선일보나 계속 보세요.,1
어떤 토착왜구 전문가들이 그랬지반도체 산업 망한다고일본한테 무조건 빌고 용서를구해 소재 수입해야한다고 방송및 신문에 대대적으로 발표했지그 전문가들 지금도 밥처먹고 전문가라고 으시대고 있겠지? 이 기사보면 뭐라고 할까?,1
사람대하는직업을 가지면 마음으로수백명은 살인을 했다실질적으로 옮기지못해서 그렇지개인적으로 좋아했다 이런사람이 실천하는사람이 하나정도는 나와야 말 조심하게될거라고 본인도 술 처먹은 놈때문에 공무원준비했는데 무산이됬다 죽여버리고 싶었는데 용기가없어 마음으로만 살인을 했다만인들에게 욕을 먹겠지만 너무 좋았다,1
사형제 폐지하자는 정치인들 모두 아웃시킵시다.다음 대통령은 사형 집행하겠다는 후보에게 무조건 찍겄다,1
작년에 노래방에서도 토막났었지. 술하고 접대부 불러 놀다가 돈안줄려고 신고한다고 협박하다가 토막났었지. 진상짓은 하지맙시다.자영업자들 다들 독밖에 안남았다. 근데 죽이지는 말고 그냥 각목으로 몇대 때리고 징역살다 나오지,1
아니 근데 갑질해서 죽였다는 건 결국 살인자의 이야기고 실제로는 또 모르는거 아닌가?,1
왜 우리 세금으로 이런 놈을 평~생 밥 먹여 살려야 하는가..,1
일베는 진짜 사회악이다 벌레보다도 못한 종자들,1
법 믿고 싸가지없이 행동하는놈들 본보기라고 생각된다. 사회생활 하면서 법도 중요하지만 인간적으로 지켜야할 기본적 예의 경우가 있는거다. 얼마나 싸가지 없이 했으면 징역갈 생각하고 죽였것냐?,1
결론은 중국을 믿으면 안된다는거.,1
다른 나라는 그래도 미국은 그러면 안돼지!! 한국과 주한미군을 위해 방어체계 구축하려다가 중국과 사이가 틀어진건데. 그나마 미국 네티즌들이 나서줘서 다행이네.,1
"중국 ,미국, 참 어이없는 놈들이러니 힘을 길러야 하는것이고 단합해야 하는것인데..얼마나 한국이 우스우면 ...힘있는 것들이 더하네",1
중국몽 꾸는 또라이가 청와대에 있으니 나라 꼴이 말이 아니네,0
매번 느끼는 거지만 중국은 땅크기만 대국이지 생각은 쪼잔한 소국같다 ㅋㅋ,1
"회사 사람들하고는 가급적 짧게 만나는 게 최선임, 점심 때 먼놈의 회식, 회사사람 특히 상사가 말거는거조차 짜증나는데 회식개념으로 밥먹구 싶나. 부장은 부장들끼리 처먹던지 꼭 끼어들어서 회식 어쩌고 어깨 힘주고, 아니 법인 카드로 하는건데도 꼭 지돈으로 하는거처럼 힘주고 난리더만",1
밥을 왜 꼭 같이 먹어야 하나? 혼자만의 시간도 필요하고... 회식이라는것도 해봤지만 솔직히 누굴위해 하는것인지 모르겠더라,1
친한사람끼리>혼밥>>>>>>>점심회식>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>저녁회식>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>금요일저녁회식,1
밥먹는데 상사가 업무로 쿠사리주면 소화가 되겠냐?,1
세상 혼자 가는거지 항상 누군가 옆에 있어도 외로움을 느끼고 사는거고 불 필요하게 복잡한 인간관계에 피곤하기 싫은거지 가끔은 서로가 여유가되면 만나서 재밌는... 긍정적인 이야기하면서 같이 보내는게 큰 의미가 있는거지 굳이 억지로 서로 맞지도 않고 디른 목표로 만난 사람끼리 어떤 사람인지도 잘 모르는데 소속감 어쩌고 저쩌고 그러면서 억지로 쓸떼없는 얘기하고 웃고 인생 연기를 하니 스트레스 받지. 이건 특히 우리나라 고유의 집단문화 아 정말 피곤함,1
소 돼지 닭 처럼 한 여물 통에서 같이 고개 숙이고 동시에 다 먹어야 유대 감 높은 회사 임 특히 공무원 그래서 잘못한 사람 따로.. 대신 사과 따로.. 잘못한 공무원이 직접 사과하고..편들기 하는거..저런 무리지어 한솥 밥에서 비롯 된 듯,1
"갑질은 안됐지만, 다니는 직장에서 손해배상 청구받고 계속 다니는 것도 깝깝해 보이네.",1
너도 이제 고만해라~관심도없고 토나온다~,1
미국이였음 수백억 되지않을까나몇억은 멀라도 저금액은 좀약하네,1
돈은 별로 못받았고 고생도 많이 했지만 그만큼 많은 걸 얻었지.. 실속 잘 차렸음,1
손배금을 떠나서 젖먹이 애딸린 사주를 감방에 보냈으면서도 그 회사에서 월급 따박따박 받고 손배금까지 챙기는 강철 멘탈인건 확실함,1
7천만으로도 부족하다 그동안 정신적으로 얼마나 힘들었을까~,1
7천만원이 아니라 7억 배상해야하는거 아닌가? 그동안 갑질에 맘고생한게 얼마인데!!,1
대법 최종심에서 5억원 대폭 인상 판결을 원합니다.,1
단순 수치 비교마세요. 일반고 1등급과 전국자사 1등급은 쉽게 비교할 수가 없답니다. 다들 솔직해집시다. 화만내지 마시고요. 아이가 실력도 되고 전국자사 가고싶어서 노력하는데 가지말라고 하셨나요? 그럼 왜요? 또 서울대는 서류 통과 후 1차가 단순 면접이 아니고 공대는 수학 문제 풀어서 교수에게 설명하는게 1차 시험입니다. 그런 절차들을 거쳐 합격한 거에요. 단순비교로 평가하지 마시기 바랍니다,1
잔인한년이 쇼도잘하네. 저런독한년들 많더라고,0
머리부터 좀 까라... 얘만 털로 다 가리고.. 다른 피의자들은 면상공개 다 하면서,1
코리아 조커,1
저럴려고 수시 하는 거자너.ㅋㅋㅋㅋ,1
"이 ㅈㄹ인데 정시 확대 반대에 , 수능 서술형 도입?? 머리가 장식인가",0
"돈과 권력에 눈이 멀어 옳은 일을 옳다고 말하지 못하고, 틀린 일을 틀렸다고 말하지 못하는 사람이 되지는 말자. 그런 썩어빠진 정치인만 안되면 그 자체도 현 정치현실에서는 성공하는 것이다.",1
좃국을 지지?? 골수 민주당!,0
울며겨자먹기로 떠안았네,1
시민구단 끝났으니 개명 해야겠네..대전 하나이글스,1
둘다 싱글인데..문제될게 있나,1
대전시티즌 우승가즈아,1
냅둬 좀,1
우리나라에잘팔리겠네,1
가방도 로고때문 아니가? 당연한걸 가지고,1
짱꿜라를 처단하신 의인 이십니다~~,0
사과마크만 박아도 똥폰도 100 만원씩 주고 사는 모지리들 나라인데요 ㅎㅎ,0
달마도사냐,1
박창진 왕따시킨 동료들이 더 황당 ㅎㅎ,1
다잡아 족쳐라 이것만 잡아도 너네 까는애들 없다숙명여고 쌍둥이 같은애들한 둘이였겠냐?,1
기사로 봐서는 c d 가 많이 잘못했네 ab는 무죄가 맞다 c 넘은 주먹이 꼴리나본데 나한테보내주라 아주 개박살 아작을내서 목숨만 살려줄테니 목아지를 확,0
우리나라 아파트 뚝딱짓고 대충하니 층가스음 심합니다. 집 짓을때 잘 짓었으면 좋겠네요,1
한마디로 실물경제 개판이라는거지~,1
편의점 운영하는데 구인공고에 글만올리면 하루30명지원한다 일자리가없다 최저임금상승이 나라를 망쳤다,1
다음에는 투표좀 잘합시다!!맘카페여러분! 대통령을 인상좋다고 뽑아주는게 아니랍니다.ㅠ,1
민영화의 문제점이지. 저런건 수익이 안나서 수질검사를 안함.,1
후진국도 아니고. 납이라니ㅉㅉ,1
고작 예능조작으로도 구속인데..조국은 언제 구속되요??,1
이런데도 강행하겠다고? 주작멤들 방출시키거나 그냥 해체해주세요.,1
국회의원 조카중 누군가 탈락했나보군,1
프듀뿐만 아니라 오디션 프로그램 전수조사 해야 한다. 국민을 기망한 죄를 묻자,1
대가리가 있을듯한데 ㅉㅉ,0
"조그마한 힘이라도 있으면 비리,조작이구나!!",1
맘까페 ㅎㄷㄷ... 같은 법리면 쇠고랑 차게 될 맘까페 운영진들이 수두룩...,1
계엄령이나 수사해별 시잘데기 없는놈들이나 잡고있냐,1
KBS SBS MBC 오디션프로도 털어보자!!!!,1
이런게 심각이고 국민 우롱이면 ᆢ 조0은?,1
500 Kg정도면 전술핵 500기 만들수 있는거 아닌가 싶습니다,1
뉴스 창에서ᆢ쪼꾹이가 사라졌네요! 대단한 좌바퀴벌레들이야ᆢ야금야금 이슈 만들어서ᆢ쪼꾹비리를 사라지게 덮으려하네요!,0
이란은 쉽게 건들수가 없지 이스라엘이 건들면 다음날 지도상에서 사라지고 미국 입장에선 사우디아라비아나 살살 꼬셔서 미국 무기 더사게 만들고 터키랑 다시 한번 동맹 관계만들어서 이란을 삼자포위 하는수밖에 뭐 그렇다고 이란이 손들겠냐만은..,1
왜 반대하는지 아나? 돈은 많은데 자식은 멍청해도 돈으로 어느정도 커버가 되었는데 이제 그게 막힐려하니 이 난리인거다. 정시가 답이다,1
수시를 확대해야 공부못하는 정치인 자녀들도 대학갑니다,1
그래서....지금 수시체제에서 잘가고 있나요? 진짜 궁금해서요.,1
수시학종폐지!!! 수능정시100%확대,1
비평준화때가 전성기였음을 좀 깨달아라 충멍이들아. 중학교때 잘 하는 애들 다 서울로 빠져나간다. 누구 때문인지 알겠지? 현 교육감부터 내쳐라. 이제와서 누구 탓이야 대돌가리들아.,1
앱하나만들어 불법 택시 영업하는 것들이 공유경제니 뭐니하면서 대놓고 정부를 겁박하는 이상한 인간들...조국같은 스타일 인간들이 왜 이리 많은지...빨갱이 천지가 되어가네..,1
제대로 취재했네요.타다 사기꾼 입니다 .노동자들의 고혈을 짜서 고객을 모신다? 더러운 윤리관으로 타다를 운영사는 이재웅.반성하고 참회해야한다,1
"제대로 기사 작성하셨네요,,타다기사로 일해본 경험자로서 타다는 돈없고 빽없고 힘없는 기사들 등쳐먹는 곳이며혁신기술도 없고 어플하나 만들어서 공유경제 니 뭐니 늑대탈을 쓴 단순히 카니발로 택시영업하는 곳이 맞습니다...",1
이정도면 이제 인정하자 ㅋㅋㅋㅋ 이것 말도고 너무 많아서 그냥 대놓고 애플은 한국을 싫어함... 이건 앱등이들도 인정할 부분임...,1
"전세계 118개국, 그중에서도 세계정으로 GDP 10위, 아시아에선 중국, 일본 다음으로 경제력도 3위 수준인데, 진짜 별 그지같은 나라들은 다 허용해주고 우리나라만 계속해서 제외하는건 무슨 심보냐;;;진짜 OOO 기업인건 알지만 에휴...이런 BS같은 기업 빠는 앱등이들도 진짜;;;",1
돈들여서 서비스 구축 안해도 알아서 사고 물고 빠는데 뭔상관? ㅋㅋ 애플이 바보냐? 쓸데없이 돈쓰게,1
"넷플릭스가 과감히 뚫고 들어온거지. 애플이 한국 홀대면, 스포티파이도 한국 홀대고, 훌루도 한국 홀대고, 아마존프라임도 한국 홀대냐? 이쯤되면 한국에 문제가 있다는 걸 좀 깨달아야 하는거 아님?",1
전동킥보드 한대값에 해당하는 가입비를 보증금으로 받고 사용시 반납을 확인 받도록 하고 반납을 안할 때는 책임을 물어 보증금을 몰수하는 제도를 시행해야 한다.,1
삼성 갤럭시 써라 아이폰쓰는 개돼지들아,0
문재앙이 뜯어가지 못하게 국민들이 잘 감시해야한다,0
"""쩝쩝. 뺏어서 수령님 드려야겟네. 쩝쩝""",0
워~따 고것도 좀 뺏어서 전라도에 다리 몇개 더 놓는데 쓰도록 해야 쓰것구먼. 쪼까마한 섬들까지 다 연곌 해부러.. 뭐 우리돈이 아닝께.....,1
삼성 : 이돈을 어떻게 써서 미래먹거리를 만들지 고민중. 좌파정권 : 이 돈을 어떻게 퍼줘서 표를 얻을지 고민중,1
있는놈이 돈지랄 한다는데 먼 상관이래 ㅋㅋ 게임으로 현질 몇억씩 하는건 괜찮고?,0
일단 별풍선 준 인간이랑 받은 인간이랑 세무조사좀 하자,1
쏘는 사람이나 받는 사람이나,1
순수한 마음으로 별풍선 쏘는 유저 몇명이나 될까?! 극소수겠죠~ 대다수는 반응해주기 원하고 별풍선 쏘는 거겠죠?! 대가성!,1
호텔입장에서 공원이 생기면 실보다 득이 많으니까 그렇게 결정한거지 결국 다 득이네 삼성입장에선 한옥호텔도 짓고 대문잃는거 하나빼고 진입도로도두군데 생기고 공원도 호텔 정원처럼 쓰고,1
잘 둔 이부진 하나 수 천만의 쩝쩝이 안 부럽다,1
한옥호텔 - 정말 멋진 아이디어.외국인들이 우리의 한옥을 좋아한다던데 화이팅 !,1
"이미 한국 경제는 끝났어요. 문씨 후유증이 향후 30년 이상 지속될 가능성이 높아요. 공공부문을 너무 비대하게 만들어놨고, 지금 국민연금, 건보재정, 고용기금 모두 엉망입니다. 구조개혁에 쓰여야 할 아까운 돈을 각종 포퓰리즘에 다 써 버린 상태구요. 이제 돈 없어서 하고 싶어도 못합니다",1
나라 망하는 줄 알면서 저러는계 부칸과 수준맞춰 공산 사회주의 통일해야지~,1
"분명히 통계청에서 유의사항으로 병행조사 효과로 인해 기간제 한시직 비정규직 근로자 규모를 전년, 전월대비 증감으로 비교하는 것은 불가함을 명시했는데 우리 세계일보 기자님은 또 가짜뉴스 양산하시네요^^ 왜 이러시는 거죠? 애초에 기준이 다르니까 제발 비교질 하지 말라고요 기자님아",1
직원뽑아 일좀시키면 갑질이라고 염병떠는데미쳤야 혼자하는게 속편하지.,0
일자리가 불안정 한 민간 일자리 누가 가냐 될수있음 안정적이고 복지좋은곳 가고싶지 지금 비정규직이 넘치고 것두 열심히 인정받아도 계약 기간되면 나가야하는 그들의 설움의 신경은 써봤냐 그들의 고통의 생각을 해봤냐 이말이다,1
"무능해서 나라는 파탄내고,북한 퍼주기에 혈안이 돼있는 문간첩정권부터 끌어내리자",1
별 개;:-소리가 판을 치는구나... 정상이 아닌 나라다.,0
솔직히 그룹도 해체해야되는거 아니냐,1
별 개 풀 뜻어 먹는 소리하고 자빠졌네.,1
"연습생들 진짜 불쌍. 특히 한혜리, 정세운, JR 종현이 김민규.ㅜㅠ 아쉽게 떨어지고 얼마니 힘들었을거야... 결국 피디픽이라는 말이 정확했던거ㅅㅂ",0
금팔찌가 계속될줄 알았는데..쇠고랑이네~^^,1
이 OOO 국가원수 모독죄로 구속해라,1
가정교육을 못받았구만.. 대통령에 대한 최소한의 예의는 지키세요.,1
그 때 바로 신고하시지 그랬어요~CCTV로 증거를 남기시면 어떻게 해요 귀찮게시리......이건데?,1
"뭐가 문제냐면요.문제의 남자랑 또, 견찰이 문제인겁니다",0
저런 놈은 그냥 잘라라 남자 망신 시키지 말고,1
"법이란 것이 참 그렇다. 억울한 일 풀이줘야 하는데, 억울한 일 안 생기게 하려니 결과에 따라 벌을 준다. 참, 어렵다. 다만 같은 일 계속 저지르면 뿌리를 뽑자.",1
능력안되면 일을 하지마 쓰레기 적폐새끼,0
제발 전문가 장관뽑아라,1
멍멍 꿀꿀,1
개탄스럽다 저러니 쪽바리놈들이 조센징이라고 무시 하는거다 요새 유니클로 보니깐 사람들 다시 많아졌더라? 진짜 개돼지 소리 들어도 할말 없다,0
속보맞네 정말 나라도 팔아먹을인간들많네 일본차 아니면 차가없더냐?,1
세자리 번호판 일본차 브랜드는 교통법규위반하면 바로 신고 들어간다,1
대한민국이다 이게,1
기사나 악플들이나 다같이 수준 이하네,1
그걸 걱정한다는 사람이 나라를 이렇게 이끄냐??,1
본인이랑 다른 의견을 수준 이하라고 보며 무시하고 무엇보다도 배댓 먹는게 뭐라고 이렇게 좌표 찍어가며 조작하는 거보다 한심한게 있을까?,1
ㅇㅇ 님이 제~일 천재임,1
팩트를 눈앞에 쳐박아주니 보기 불편하겠지 재앙을 지지하는 니네가 재앙 그 자체다,0
기사 수준이 이하라는 이유는 뭐져? 통계와 현재 사례에 이용해서 기사 잘 쓰였다고 보이는데요,1
그 잘난 페미 한녀들이 이런 위대한 결과를 만들어 냅니다 자칭 골드미스분들 앞으로도 그 페이스 유지하기를,0
댓글조작이네 다른댓들들하고 순위권 댓글들하고 두세시간 차이남,1
경제사정이 나아져야 애도 낳고 할 생각을하는거지 지금정부가 미래의 정부면애들 낳고싶겠음?ㅋㅋㅋ,1
기사는 고령화와 역 인구피라미드를 걱정하는 글인데 무슨 수준이하인지?? 기사도 제대로 안읽어보고 댓글다는 니들이 수준이하 아닌지?,1
명백한 사실도 인정못하는 좃국이지지자구나,0
저런 걸 1977년에 만들었다니.. 정말 대단하단 말 밖에..,1
오늘 보이저1호에서 카톡왔음.. 저 안보이저?,1
저것도 장관이라고..ㅡㅡ 일을 해봤어야지 뭘하지..시의원이냐? 보여주기식 지겹다,1
일본에 저택이 있고..아들은 미필에 이중 국적...여자 조국인 뇬.,0
기이한 현상 저녀ㅕㄴ은 왜 장관인지??,0
검찰이 끝까지 양심껏 수사해서 대한민국에 정의와 공정이 바로 세워지기를 바랍니다 검찰을 응원합니다,1
조국가족 계좌. 핸드폰 압수수색 해주세요.,1
특혜가 뭐가 특혜인가?특수고가 일반고보다 .대도시에 있는 고교가 지방 군단위에있는 고교보다 당연히 학업성적이 높겠지?모두 평등하게 보라는 교육부가 이상하고 이해가 안가지.대학도 대학별 정시가 그나마 가장 공정 할것 같다.,1
아니 웬만한 특목고 5등급이 일반고 1등급은 될텐데 그게 왜 특혜냐?,1
"시골에 공부 하나도 안하는 학교 1등급과,과학고 외고 자사고 공부 죽도록 하는 학교 1등급이 똑 같으면 이게 불평등 한거지~노력 안하고 전부가 가난하고 평등한 나라 만들려고 공산주의자들 애쓴다~",1
우리 같은 일반 시민들이야 당연히 지지하지. 근데 국가적인 차원에서 뭐라고 할 수는 없지... 아무리 그래도 중국영토라서 미국도 지켜보는 중인데 우리가 뭐라고 할 순 없지,1
홍콩의 민주화를 나아가 홍콩의 독립을 지지한다....미개한 중국놈들보다 자유민주주의와 인간의 존엄성을 추구하는 홍콩인들이 당연히 의식수준도 높고 지성이 있다....홍콩의 민주화시위는 당연한거다..미개한 중국놈들아 너희나라로 전부 돌아가라....여긴 자유민주국가다..사회주의 공산당이 아니다..,1
자한당 국회의원들만 생각하면 왜 꼰대가 연상될까요?,1
"이 시위의 근본적인 원인은 홍콩부동산 때문이야. 미친 홍콩부동산에 불만은 계속 쌓여왔고, 그 불만을 강제로 통제하던 장치들이 느슨해지면서 중국에 대한 자유투쟁을 내세우면서 대의가 나오니 행동한거지. 주거불안과 가난은 사람들을 분노하게 만들고, 아무리 강제로 틀어막아도 구조적으로 망가진 국가는 통제가 느슨해지는간 필연적이며, 대의가 등장하면서 투쟁이되지. 부동산 가격을 잡고, 소득불균형, 양극화를 해소했다면, 시위가 벌아질 이유가 없다.",1
니똥꾸,0
민주당도,1
김태흠의원님 지지합니다 김태흠의원님 말씀이 옳아요! ㅡ> 우리 김진태의원님 좀 많이 좀 도와주세요 김진태의원님 대통령 가즈아,1
"항섹스폰 짐싸고 나가라 사표써라ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ선명한 우파 철저한 안보관 공군대위로 [만기 전역한]ㅡ&깨끗한 정치인(돈문제,여자문제,자녀문제 등등 문제1도❌없음)ㅡ자유한국당 잘•한•당(매우매우 잘한당 너므너므 잘한당)ㅡ우리🇰🇷김진태의원님🇰🇷지지합니다 대통령 가즈아 ㅡ> 문빨갱놈 빨리 사형 시켜 주세요 ^^",0
자한당을 기독교화하는 황교안을퇴출시켜야합니다.!!,1
그냥 자한당은 해체해라,1
재선이상 출마자를 뽑지말자,1
졸교안 물러가라,1
잘했다. 국민신뢰를 잃은 기득귄은 물러나고 환골탈퇴하라. 과감한 정의로운 인사를 감행하라,1
나경원은 신안에서 한번 출마하고 황교안은 진도에서 한번 출마하면 어떨까 함,1
박근혜에 아첨했던 당신도 물러나고..,1
뭐 자한당 쪽은 부산 경북지역 지지자들을 중심으로 물갈이 여론이 굉장히 높은건 사실이지.(지역 일도 안하니까) 문제는 그 물갈이를 핑계로 해서 날로 먹으려는 놈들이 있네?,1
천박아~ 니가 가라 하와이~~~낄낄낄,1
넌 뭐냐?,1
보기드믄 양아네 ㅎㅎ,1
주옥순을 영입하라,1
얍삽이. 자기는 재선이라 쑥 빠지고 ㅋㅋ,1
관심없다,1
ㅂ.ㅅ.들모여서.뭐하는당이나.ㅋ.,0
지역감정 조장은 수도권 전멸한다...지식인,1
